id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
6731,Bodyweight Squat to Bench,https://youtu.be/93l0NGCosAE,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Bodyweight Box Squat,Quadriceps,Glutes,Squat to bench is functionally a box squat
6732,Bodyweight Squat,https://youtu.be/C_VtOYc6j5c,https://youtu.be/X8DnpBl7Hwk?si=-pUtkTHlnl_1sYvs,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Bodyweight Squat,Quadriceps,Glutes,Basic squat movement
6733,Bodyweight Hand Assisted Split Squat,https://youtu.be/WRCsxtCfrEE,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Assisted Split Squat,Quadriceps,Glutes,Split squat with hand support for balance
6734,Bodyweight Walking Lunge,https://youtu.be/tlbTz6IamaE,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Walking Lunge,Quadriceps,Glutes,Standard name for forward lunge with steps
6735,Dumbbell Goblet Squat,https://youtu.be/a-dqF4NL2K4,https://youtu.be/9W5KAqHfDe8,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Goblet Squat,Quadriceps,Glutes,Common name for front-loaded squat with dumbbell
6736,Miniband Romanian Deadlift,https://youtu.be/N5lBa2zMAPI?si=Eth4HWtKMOXBXNx6,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Romanian Deadlift,Hamstrings,Glutes,Standard name; miniband adds resistance but doesn't change movement
6737,Superband Resisted Skater Jump,https://youtu.be/VHBOyCCupJ4?feature=shared,https://youtu.be/H1TXiC15RjY?si=n58yKnjoyFajJhvm,Intermediate,Abductors,Gluteus Medius,Gluteus Maximus,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:43.832216+00,Superband,Resisted Lateral Bounds,Glutes,Glutes,Explosive lateral movement targeting glute medius and maximus
6738,Cable Prone Single Leg Hamstring Curl,https://youtu.be/k6Vo8hBLypQ,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Single-Leg Hamstring Curl,Hamstrings,Glutes,Prone cable version of hamstring curl
6739,Bodyweight Candlestick Roll Up Tuck Jump,https://youtu.be/BpwGQP8k7aY,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Bilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Tuck Jump,Glutes,,Complex movement; tuck jump is the primary recognizable component
6740,Single Arm Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Single-Arm Overhead Press,Front Delts,Triceps,Clubbell variation of standard overhead press
6741,Double Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Double Overhead Press,Front Delts,Triceps,Bilateral overhead press with clubbells
6742,Barbell Block Pull Deadlift,https://youtu.be/iVpVk8x-VDQ,https://youtu.be/jfSxbT-65ow,Novice,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Block Pull Deadlift,Lats,,Elevated deadlift; lats assist in setup and stabilization
6743,Barbell Box Back Squat,https://youtu.be/dLG78_Z9rjM,https://youtu.be/Ua4OMLUJoOk,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Barbell,Box Squat,Quadriceps,Glutes,Squat to a box for depth control
6744,Barbell Deficit Deadlift,https://youtu.be/PzoxegwRlOw,https://youtu.be/hnuPZZfeRzs,Intermediate,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Deficit Deadlift,Lats,,Deadlift from an elevated surface; lats stabilize
6745,Barbell Front Rack Squat,https://youtu.be/uYumuL_G_V0,https://youtu.be/e8zyw3fXZes,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:43.832216+00,Barbell,Front Squat,Quadriceps,Glutes,Standard name for front-loaded barbell squat
6746,Barbell Glute Bridge,https://youtu.be/6EhYj5eSngY,https://youtu.be/rTqhhHfooxg,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Glute Bridge,Glutes,Hamstrings,Well-recognized glute-dominant hip extension
6747,Barbell Halting Deadlift,,https://youtu.be/0LrH7uHRGxI,Novice,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Halting Deadlift,Lats,,Deadlift with pause; lats stabilize during hold
6748,Barbell High Bar Back Squat,https://youtu.be/ultWZbUMPL8,https://youtu.be/SW_C1A-rejs,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Barbell,High Bar Squat,Quadriceps,Glutes,Standard squat variation in Olympic weightlifting
6749,Barbell Low Bar Back Squat,,https://youtu.be/nhoikoUEI8U,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Powerlifting,2025-08-10 01:02:43.832216+00,Barbell,Low Bar Squat,Quadriceps,Glutes,Powerlifting-style squat with bar lower on back
6750,Alternating Double Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Alternating Overhead Press,Front Delts,Triceps,Alternating unilateral overhead press with clubbells
6751,Barbell Power Clean,https://youtu.be/KwYJTpQ_x5A,https://youtu.be/5vVSGITznQk,Expert,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:43.832216+00,Barbell,Power Clean,Glutes,Hamstrings,Explosive Olympic lift; glutes drive the movement
6752,Barbell Power Snatch,https://youtu.be/TL8SMp7RdXQ,https://youtu.be/Aq8Tp5r-DZo,Expert,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:43.832216+00,Barbell,Power Snatch,Glutes,Front Delts,Full-body Olympic lift with overhead component
6753,Double Indian Club Lateral Internal and External Rotations,,,Novice,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Shoulder Rotations,Rear Delts,,Rotational shoulder exercise targeting posterior deltoids
6754,Barbell Romanian Deadlift,https://youtu.be/LURGDIX3adY?si=fHh3AAX-mZB09HXi,https://youtu.be/XowKMitOVNc,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Romanian Deadlift,Hamstrings,Glutes,Standard name for hip hinge targeting hamstrings
6755,Single Arm Indian Club Lateral Internal and External Rotation,,,Novice,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Single-Arm Shoulder Rotation,Rear Delts,,Unilateral rotational movement for shoulder health
6756,Barbell Back Rack Split Squat,https://youtu.be/KXUJxb8hO8U,https://youtu.be/8nW4ZwKi4gk?si=ArwV6SL5pdH_cg-v,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Split Squat,Quadriceps,Glutes,Split squat with barbell on back
6757,Barbell Stiff Legged Deadlift,https://youtu.be/5_t0SsovgW8?si=5Zg1x855TTmrp1cL,https://youtu.be/3bCEilt6FqU,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Stiff-Leg Deadlift,Hamstrings,Glutes,Minimal knee bend emphasizes hamstrings
6758,Barbell Sumo Back Squat,https://youtu.be/qiQAsB0x-7k?si=OlWu0ou6Vr0NnuvE,https://youtu.be/E_VDwURp8as,Novice,Glutes,Gluteus Maximus,Quadriceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Barbell,Sumo Squat,Glutes,Quadriceps,Wide-stance squat emphasizing glutes
6759,Bodyweight Pistol Squat,https://youtu.be/qDcniqddTeE?si=G4KPahZUmlQQChZ_,https://youtu.be/hHxm3VbuS-w,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Pistol Squat,Quadriceps,Glutes,Single-leg squat with extended non-working leg
6760,Bodyweight Skater Squat,https://youtu.be/kRnLZadW5Q0,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Skater Squat,Quadriceps,Glutes,Single-leg squat with rear leg behind
6761,Cable Pull Through,https://youtu.be/NEDrQPoITMc?si=ZeJ1LOUbzrjgk-_8,https://youtu.be/DbSF7ipBh5Y,Beginner,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Pull-Through,Glutes,,Hip hinge movement using cable machine
6762,Double Dumbbell Suitcase Bulgarian Split Squat,https://youtu.be/G0Mo2LF8uLU,https://youtu.be/JLEyaXRMv8o,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Bulgarian Split Squat,Quadriceps,Glutes,Rear-foot-elevated split squat with dumbbells
6763,Double Dumbbell Suitcase Step Up,https://youtu.be/37tVohr7LcE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Step-Up,Quadriceps,Glutes,Step-up with dumbbells in both hands
6764,Double Dumbbell Suitcase Deficit Split Squat,https://youtu.be/jqWAqPQvqAk,https://youtu.be/YoCOCWeWzaI,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Deficit Split Squat,Quadriceps,Glutes,Split squat from an elevated surface
6765,Double Dumbbell Suitcase Alternating Forward Lunge,https://youtu.be/t7DBjlOTwAk,https://youtu.be/D7KaRcUTQeE,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Alternating Forward Lunge,Quadriceps,Glutes,Alternating lunge with dumbbells
6766,Double Dumbbell Suitcase Alternating Reverse Lunge,https://youtu.be/Lsen4vH1nm8,https://youtu.be/sjlsISvHyZs,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Alternating Reverse Lunge,Quadriceps,Glutes,Reverse lunge with dumbbells
6767,Double Indian Club Overhead Arm Circles,,,Novice,Shoulders,Lateral Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Overhead Arm Circles,Side Delts,,Dynamic shoulder stabilization exercise
6768,Double Dumbbell Suitcase Split Squat,https://youtu.be/yqH8u037IjM,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Split Squat,Quadriceps,Glutes,Split squat with dumbbells in hand
6769,Double Dumbbell Front Rack Alternating Step Up,https://youtu.be/anHX8Zp67C8?si=qbb7ETCqekLaflB_,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Front Rack Alternating Step-Up,Quadriceps,Glutes,Step-up with dumbbells in front rack position
6770,Bodyweight Face the Wall Squat,https://youtu.be/pktIjwNiuYE?si=fWFt85clM0T2gopP,https://youtu.be/qoL6FUSrZNY,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Wall-Facing Squat,Quadriceps,Glutes,Squat performed facing wall for form feedback
6771,Bodyweight Feet Elevated Glute Bridge,https://youtu.be/kFvF6ZHv-KI,https://youtu.be/eSSloIyhHUw,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Elevated Glute Bridge,Glutes,Hamstrings,Glute bridge with feet raised on surface
6772,Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Bottoms-Up Kettlebell Reverse Lunge,Quadriceps,Glutes,Complex unilateral lunge with stabilization challenge
6773,Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Bottoms-Up Kettlebell Reverse Lunge,Quadriceps,Glutes,Same movement pattern as contralateral version
6774,Slider Single Arm Kettlebell Overhead Contralateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Overhead Reverse Lunge,Quadriceps,Glutes,Reverse lunge with overhead kettlebell
6775,Slider Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Overhead Reverse Lunge,Quadriceps,Glutes,Same movement pattern as contralateral version
6776,Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Bottoms-Up Overhead Reverse Lunge,Quadriceps,Glutes,Advanced lunge with extreme stabilization demand
6777,Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single-Arm Bottoms-Up Overhead Reverse Lunge,Quadriceps,Glutes,Same movement pattern as contralateral version
6778,Slider Kettlebell Goblet Reverse Lunge,https://youtu.be/8k08cvYq-n8?si=bbPqV1XKB99kPfpP,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Goblet Reverse Lunge,Quadriceps,Glutes,Reverse lunge with kettlebell in goblet position
6779,Miniband Thigh Monster Walk,https://youtu.be/po3I8qoRC2c?si=XeJ7Tq5PXt3WLJfl,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband,Monster Walk,Glutes,Glutes,Lateral walk with resistance band around thighs
6780,Bodyweight Quadruped Hip Extension,https://youtu.be/1UwyzWjFx5k,,Beginner,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Quadruped Hip Extension,Glutes,,Four-point stance hip extension
6781,Suspension Pistol Squat,https://youtu.be/K7qfUjKf9rU,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Pistol Squat,Quadriceps,Glutes,Pistol squat using suspension trainer for support
6782,Suspension Skater Squat,https://youtu.be/YyBeT4WWBk4,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Skater Squat,Quadriceps,Glutes,Skater squat with suspension trainer assistance
6783,Bodyweight Tuck Jump,https://youtu.be/vgB_eWuvGW8?si=anQ4gfG2ik-Y_uU9,https://youtu.be/r7oBejx1PHM,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Tuck Jump,Quadriceps,Glutes,Explosive jump bringing knees to chest
6784,Bodyweight Alternating Single Leg Wall Sit,https://youtu.be/eYGszeFcI7Y?si=jFOFuzza1JQMYuVE,https://youtu.be/baj5XhEEblU,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Single-Leg Wall Sit,Quadriceps,Glutes,Unilateral isometric squat hold
6785,Bodyweight Single Leg Romanian Deadlift Jump,https://youtu.be/EmmP-jsvVJE,,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Single Leg Romanian Deadlift Jump,Hamstrings,Glutes,"Explosive variation of RDL, hamstrings primary mover"
6786,Double Dumbbell Overhead Walking Lunge,https://youtu.be/TBw3mPrKAIs,https://youtu.be/iVbJda5rvUI,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Overhead Dumbbell Walking Lunge,Quadriceps,Glutes,Lunge with overhead dumbbell load for core engagement
6787,Stability Ball Double Dumbbell Suitcase Bulgarian Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Bulgarian Split Squat with Dumbbells,Quadriceps,Glutes,"Stability ball adds balance challenge, but not standard in name"
6788,Bodyweight Reverse Nordic,https://youtu.be/GbpDfXXKuk0?si=IsPMd_J3d72xrMcZ,https://youtu.be/01-EDOql4zI,Intermediate,Quadriceps,Quadriceps Femoris,,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Reverse Nordic Curl,Quadriceps,,Quadriceps-dominant eccentric knee extension exercise
6789,Bodyweight Alternating Lateral Bench Jump,https://youtu.be/pVoOtkGBN6s,https://youtu.be/KJ1WSHe6cTQ,Novice,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Lateral Bench Jump,Glutes,,Plyometric lateral jump targeting glutes and power
6790,Single Arm Dumbbell Front Rack Squat,https://youtu.be/1VzKnqCcUJ4,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Single Arm Front Rack Squat,Quadriceps,Glutes,Unilateral loading increases core and quad demand
6791,Bodyweight Skater Jump,https://youtu.be/CaN4zfIPyXU,https://youtu.be/9_jLW6VkU8A,Intermediate,Abductors,Gluteus Medius,Quadriceps Femoris,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Skater Jump,Glutes,Quadriceps,Lateral plyometric move emphasizing glute medius and quads
6792,Slider Single Arm Dumbbell Front Rack Contralateral Reverse Lunge,https://youtu.be/t8OkcdLjRFQ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Single Arm Dumbbell Reverse Lunge with Sliders,Quadriceps,Glutes,Reverse lunge with contralateral load and sliding rear leg
6793,Cable Prone Bench Hamstring Curl,https://youtu.be/IalP0lgYPnc,https://youtu.be/Atl5qhOfJpQ,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Hamstring Curl,Hamstrings,Glutes,Prone position isolates hamstrings via cable resistance
6794,Bodyweight Bulgarian Split Squat Jump,https://youtu.be/CWTu90BUTIY?si=9JSuKmfFRaalZ6er,https://youtu.be/z_0Uf9HPvtk?si=nhG8RWSjcCmhVgMW,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Plyometric Bulgarian Split Squat,Quadriceps,Glutes,Explosive split squat variation for power development
6795,Cable Standing Single Leg Hamstring Curl,https://youtu.be/tkh43Yc0tEs,,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Standing Single Leg Hamstring Curl,Hamstrings,Glutes,Cable provides resistance for hamstring isolation
6796,Bodyweight Nordic Hamstring Curl,https://youtu.be/kjv4WQXWl_A,https://youtu.be/yfBOocr2fHA,Advanced,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Nordic Hamstring Curl,Hamstrings,Glutes,Eccentric-focused hamstring exercise
6797,Superband Assisted Pistol Squat,https://youtu.be/szRINrcALyI,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:43.832216+00,Superband,Assisted Pistol Squat,Quadriceps,Glutes,Single-leg squat with band assistance for accessibility
6798,Slider Double Kettlebell Bottoms Up Front Rack Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Kettlebell Reverse Lunge with Sliders,Quadriceps,Glutes,Bottoms-up grip increases stability demand
6799,Double Dumbbell Front Rack Squat,https://youtu.be/B86Zj72LwzA,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Front Squat,Quadriceps,Glutes,Front-loaded squat emphasizing quads
6800,Double Dumbbell Suitcase Walking Lunge,https://youtu.be/KdE6b_r7wxA,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Walking Lunge,Quadriceps,Glutes,Suitcase grip adds core challenge
6801,Barbell Back Rack Walking Lunge,https://youtu.be/ZPoMxOrIeO4,https://youtu.be/X9QswJmhBQI,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Walking Lunge,Quadriceps,Glutes,Back squat position during walking lunge
6802,Bodyweight Box Pistol Squat,https://youtu.be/Ly71LeprFKQ,https://youtu.be/3gzzuPJzrUE,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Box Pistol Squat,Quadriceps,Glutes,Assisted single-leg squat using box for depth control
6803,Barbell Overhead Squat,https://youtu.be/pn8mqlG0nkE,https://youtu.be/Ow58yHEl_Ls,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Barbell,Overhead Squat,Quadriceps,Glutes,Full-body mobility and stability squat variation
6804,Slider Double Kettlebell Bottoms Up Overhead Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Overhead Kettlebell Reverse Lunge with Sliders,Quadriceps,Glutes,Overhead load increases core and balance demand
6805,Landmine Goblet Squat,https://youtu.be/oTRl7p13XtY,https://youtu.be/qigKC-U81Z4,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Goblet Squat,Quadriceps,Glutes,Hybrid front-loaded squat using landmine
6806,Stability Ball Hamstring Curl,https://youtu.be/d-FBclT8W0g?si=wl1sJCzk2Z5PCnwx,https://youtu.be/WNB90xXLEOg,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Hamstring Curl,Hamstrings,Glutes,Bodyweight posterior chain exercise using ball
6807,Slider Hamstring Curl,https://youtu.be/UaecXxAgsKA,https://youtu.be/TKSOQvvYW00,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Sliders,Slider Hamstring Curl,Hamstrings,Glutes,Uses sliders for gliding movement to target hamstrings
6808,Bodyweight Hamstring Walkout,https://youtu.be/GcV2LB0qqnY?si=PoIiYCAOL0uaDuPR,https://youtu.be/EbOE-ATUND4,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Hamstring Walkout,Hamstrings,Glutes,Eccentric-loaded walkout from standing position
6809,Slider Dumbbell Goblet Reverse Lunge,https://youtu.be/tWmzgpoOUls?si=Fmrp6-y_e5qk2SNJ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Goblet Reverse Lunge with Sliders,Quadriceps,Glutes,Adds sliding element to increase range and control
6810,Bodyweight Dragon Squat,https://youtu.be/bQY7fLEkZqU,https://youtu.be/Pic8epzj1N4,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Dragon Squat,Quadriceps,Glutes,Advanced single-leg squat variation with rotational component
6811,Stability Ball Single Leg Hamstring Curl,https://youtu.be/cuM7OBHSVow,https://youtu.be/e3EeeA6L3YQ,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Single Leg Stability Ball Hamstring Curl,Hamstrings,Glutes,Unilateral version increases hamstring isolation
6812,Barbell Single Leg Romanian Deadlift,,https://youtu.be/-IaQkgdQgfM,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Single Leg RDL,Hamstrings,Glutes,Barbell adds load to single-leg posterior chain movement
