id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
9130,Barbell Zercher Alternating Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell,Alternating Barbell Zercher Step-Up,Quadriceps,Glutes,Alternating version of Zercher step-up
9131,Bulgarian Bag Back Rack Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Bulgarian Bag,Bulgarian Bag Step-Up (Back Rack),Quadriceps,Glutes,Step-up with Bulgarian bag in back rack position
9132,Bulgarian Bag Back Rack Alternating Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Bulgarian Bag,Alternating Bulgarian Bag Step-Up (Back Rack),Quadriceps,Glutes,Alternating step-up with back rack Bulgarian bag
9133,Sandbag Back Rack Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Step-Up (Back Rack),Quadriceps,Glutes,Step-up with sandbag in back rack position
9134,Sandbag Back Rack Alternating Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag,Alternating Sandbag Step-Up (Back Rack),Quadriceps,Glutes,Alternating version with back rack sandbag
9135,Sandbag Front Rack Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Step-Up (Front Rack),Quadriceps,Glutes,Step-up with sandbag in front rack position
9136,Sandbag Front Rack Alternating Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag,Alternating Sandbag Step-Up (Front Rack),Quadriceps,Glutes,Alternating step-up with front rack sandbag
9137,Plate Overhead Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Weight Plate,Overhead Plate Step-Up,Quadriceps,Glutes,Step-up holding weight plate overhead
9138,Plate Overhead Alternating Step Up,https://youtu.be/FVmLcTGmJZ0?si=EDG5LdzfEeiqin-z,https://youtu.be/bbWycJMXNzQ?si=8VLoUx6yqH6yOVMJ,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Weight Plate,Alternating Overhead Plate Step-Up,Quadriceps,Glutes,Alternating version with plate overhead
9139,Double Kettlebell Front Rack Alternating Step Up,https://youtu.be/efg-AS2o3lM?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Double Kettlebell Step-Up (Front Rack),Quadriceps,Glutes,Alternating step-up with double kettlebells in front rack
9140,Double Kettlebell Bottoms Up Front Rack Alternating Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Double Kettlebell Step-Up (Bottoms-Up Front Rack),Quadriceps,Glutes,Increased core demand due to bottoms-up grip
9141,Double Kettlebell Overhead Alternating Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Double Kettlebell Overhead Step-Up,Quadriceps,Glutes,Overhead pressing variation of step-up
9142,Double Kettlebell Bottoms Up Overhead Alternating Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Double Kettlebell Overhead Step-Up (Bottoms-Up),Quadriceps,Glutes,Maximal stability challenge with bottoms-up overhead hold
9143,Suspension Alternating Hawaiian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Suspension Trainer,Suspension Single-Leg Squat,Quadriceps,Glutes,Hawaiian squat is commonly known as suspended single-leg squat
9144,Double Kettlebell Suitcase Alternating Step Up,https://youtu.be/LQOGjjbAF6w?si=YO-bbJpBtYiLPA1T,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Double Kettlebell Suitcase Step-Up,Quadriceps,Glutes,Lateral stability challenge with suitcase loading
9145,Kettlebell Goblet Step Up,https://youtu.be/ci0s9-U1S50?si=yYac1epKRR8CESOn,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Goblet Step-Up,Quadriceps,Glutes,Goblet hold with kettlebell during step-up
9146,Kettlebell Goblet Alternating Step Up,https://youtu.be/uT2473eo8Rw?si=1pxHtkIQiIW_apsw,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Kettlebell Goblet Step-Up,Quadriceps,Glutes,Alternating version of goblet step-up
9147,Dumbbell Goblet Step Up,https://youtu.be/PLk0TE6nYag?si=vbbSLrl8kCSWEbLQ,https://youtu.be/3yPRuUPeiQU?si=7XSRn2zzSxJl4SV2,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Goblet Step-Up,Quadriceps,Glutes,Goblet hold using dumbbell
9148,Dumbbell Goblet Alternating Step Up,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Alternating Dumbbell Goblet Step-Up,Quadriceps,Glutes,Alternating step-up with goblet dumbbell
9149,Tire Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Tire,Tire Step-Up,Quadriceps,Glutes,"Step-up using a tire, often called Russian step-up"
9150,Tire Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Tire,Alternating Tire Step-Up,Quadriceps,Glutes,Alternating version of tire step-up
9151,Dumbbell Crush Grip Seated Good Morning,,,Novice,Back,Erector Spinae,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Seated Dumbbell Good Morning,Erector Spinae,Glutes,Seated hip hinge movement with crush grip
9152,Trap Bar Bottoms Up Z Press,https://youtu.be/vKxoihlGR4A?feature=shared,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Trap Bar,Trap Bar Z Press,Anterior Deltoids,Triceps,Overhead press from seated position with trap bar
9153,Kettlebell Horn Grip Step Up,https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Horn Grip Step-Up,Quadriceps,Glutes,Step-up using kettlebell horns for grip
9154,Kettlebell Horn Grip Alternating Step Up,https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Kettlebell Horn Grip Step-Up,Quadriceps,Glutes,Alternating version with horn grip
9155,Superband Assisted Reverse Nordic,https://youtu.be/GHI2nT9CchQ?feature=shared,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt,Novice,Quadriceps,Quadriceps Femoris,,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Superband,Assisted Reverse Nordic Curl,Quadriceps,,Uses resistance band assistance for eccentric knee flexion
9156,Single Arm Clubbell Mill to Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Clubbell,Single-Arm Clubbell Figure 8,Posterior Deltoids,Glutes,Dynamic rotational movement with clubbell
9157,Single Arm Macebell Mill to Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Macebell,Single-Arm Macebell Figure 8,Posterior Deltoids,Abs,Rotational swing using macebell for core and shoulder engagement
9158,Alternating Single Arm Macebell Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Macebell,Alternating Macebell Figure 8,Posterior Deltoids,Abs,Alternating rotational swing with macebell
9159,Single Arm Dumbbell Hang Power Clean,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Power Clean,Glutes,,Explosive full-body pulling movement
9160,Alternating Single Arm Dumbbell Hang Power Clean,https://youtu.be/-hApznQV1wg?feature=shared,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell,Alternating Dumbbell Power Clean,Glutes,,Explosive bilateral variation of power clean
9161,Double Dumbbell Suitcase Russian Step Up,https://youtu.be/OpEgnt3M98k?si=98bk34oOvELlwHao,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Russian Step-Up,Quadriceps,Glutes,Bilateral loading in suitcase carry position
9162,Double Dumbbell Front Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Front Rack Step-Up,Quadriceps,Glutes,Alternating step-up with dumbbells in front rack
9163,Double Kettlebell Front Rack Russian Step Up,https://youtu.be/KuNBOsyKvNs?si=xGQdh89b83Z6zfD1,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Front Rack Step-Up,Quadriceps,Glutes,Step-up with kettlebells in front rack position
9164,Double Kettlebell Suitcase Russian Step Up,https://youtu.be/N3HnkJ4Sp2s?si=L6L1BDMG1XO5MO94,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Suitcase Step-Up,Quadriceps,Glutes,Loaded step-up with kettlebells at sides
9165,Single Arm Kettlebell Suitcase Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Contralateral Step-Up,Quadriceps,Glutes,Carry opposite arm to stepping leg
9166,Single Arm Kettlebell Suitcase Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Ipsilateral Step-Up,Quadriceps,Glutes,Carry same side as stepping leg
9167,Single Arm Kettlebell Front Rack Contralateral Russian Step Up,https://youtu.be/nijhpzgUUi0?si=OYbqhyHxgBZEG3ZY,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Front Rack Contralateral Step-Up,Quadriceps,Glutes,"Front rack position, opposite side carry"
9168,Single Arm Kettlebell Front Rack Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Front Rack Ipsilateral Step-Up,Quadriceps,Glutes,"Front rack position, same side carry"
9169,Double Kettlebell Overhead Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Overhead Step-Up,Quadriceps,Glutes,Kettlebells locked out overhead during step-up
9170,Single Arm Kettlebell Overhead Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Overhead Contralateral Step-Up,Quadriceps,Glutes,Overhead carry opposite to stepping leg
9171,Single Arm Kettlebell Overhead Ipsilateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Overhead Ipsilateral Step-Up,Quadriceps,Glutes,Overhead carry same side as stepping leg
9172,Double Kettlebell Bottoms Up Front Rack Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Bottoms-Up Front Rack Step-Up,Quadriceps,Glutes,Unstable bottoms-up kettlebell position in front rack
9173,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Front Rack Contralateral Step-Up,Quadriceps,Glutes,"Front rack, bottoms-up, opposite side carry"
9174,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Front Rack Ipsilateral Step-Up,Quadriceps,Glutes,"Front rack, bottoms-up, same side carry"
9175,Double Kettlebell Bottoms Up Overhead Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Bottoms-Up Overhead Step-Up,Quadriceps,Glutes,Overhead bottoms-up kettlebell carry
9176,Single Arm Kettlebell Bottoms Up Overhead Contralateral Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Overhead Contralateral Step-Up,Quadriceps,Glutes,"Overhead, bottoms-up, opposite side carry"
9177,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Overhead Ipsilateral Step-Up,Quadriceps,Glutes,"Overhead, bottoms-up, same side carry"
9178,Barbell Back Rack Russian Step Up,https://youtu.be/SEh-o4ousa0?si=f_LvuDf-cSL8gy43,https://youtu.be/WW-OvpN8iNo?si=lrpZWW1xXNmm5j4K,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Back Rack Step-Up,Quadriceps,Glutes,Barbell in back squat position during step-up
9179,Barbell Front Rack Russian Step Up,https://youtu.be/KHHTwaBgTqg?si=0-6AOui90rWJD7EE,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Front Rack Step-Up,Quadriceps,Glutes,Barbell in front rack position
9180,Double Dumbbell Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Overhead Alternating Step-Up,Quadriceps,Glutes,Alternating step-up with dumbbells overhead
9181,Single Arm Dumbbell Overhead Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Overhead Contralateral Step-Up,Quadriceps,Glutes,Overhead carry opposite to stepping leg
9182,Barbell Overhead Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Overhead Alternating Step-Up,Quadriceps,Glutes,"Barbell locked out overhead, alternating legs"
9183,Barbell Overhead Russian Step Up,https://youtu.be/-UtFmeC_gz8?si=Cbn-i607GWj4GbJt,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Overhead Step-Up,Quadriceps,Glutes,Barbell held overhead during step-up
9184,Single Arm Dumbbell Suitcase Contralateral Russian Step Up,https://youtu.be/cB20h7IpdJQ?si=KBJR-jjHokOwHkYv,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Contralateral Step-Up,Quadriceps,Glutes,Suitcase carry opposite to stepping leg
9185,Single Arm Dumbbell Suitcase Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Suitcase Step-Up,Quadriceps,Glutes,Ipsilateral loading; step-up with dumbbell on same side as stepping leg
9186,Single Arm Dumbbell Overhead Ipsilateral Russian Step Up,https://youtu.be/h7uCFbFFEpg?si=rYfRpyQwdrzMUPgo,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Overhead Step-Up,Quadriceps,Glutes,Overhead unilateral loading; increases core stability demand
9187,Double Clubbell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Double Clubbell Step-Up,Quadriceps,Glutes,Bilateral clubbell carry; symmetrical loading in front or racked position
9188,Double Clubbell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Alternating Double Clubbell Step-Up,Quadriceps,Glutes,Alternating leg movement with double clubbell load
9189,Single Arm Clubbell Order Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Single-Arm Clubbell Suitcase Step-Up (Contralateral),Quadriceps,Glutes,Contralateral loading; clubbell on opposite side to stepping leg
9190,Single Arm Clubbell Order Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Single-Arm Clubbell Suitcase Step-Up (Ipsilateral),Quadriceps,Glutes,Ipsilateral loading; clubbell on same side as stepping leg
9191,Bodyweight Alternating Russian Step Up,https://youtu.be/uWQaD_zDNP8?si=e7uAr4KO-Uxs3C4h,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Bodyweight,Bodyweight Alternating Step-Up,Quadriceps,Glutes,Basic alternating step-up with no external load
9192,Bodyweight Russian Step Up,https://youtu.be/T0aGAd4z8_g?si=LLndgNIkangYyqvf,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Bodyweight,Bodyweight Step-Up,Quadriceps,Glutes,Standard step-up with bodyweight only
9193,Clubbell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Clubbell Step-Up,Quadriceps,Glutes,General step-up with clubbell in front/racked position
9194,Clubbell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Clubbell,Alternating Clubbell Step-Up,Quadriceps,Glutes,Alternating version with clubbell load
9195,Barbell Back Rack Alternating Russian Step Up,https://youtu.be/Yk67o_LX2k8?si=zkvsiKBoliLmWwDT,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Back Rack Alternating Step-Up,Quadriceps,Glutes,Barbell held in back rack position with alternating step
9196,Barbell Front Rack Alternating Russian Step Up,https://youtu.be/FkOqXpYX2nE?feature=shared,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Front Rack Alternating Step-Up,Quadriceps,Glutes,Barbell in front rack position; alternating leg movement
9197,Double Dumbbell Suitcase Alternating Russian Step Up,https://youtu.be/7xKPC6fiAnI?si=AjBy--nHV9jih9q4,https://youtu.be/wFu4kyEHdpw?si=31XgiEpUAXgWVijK,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Suitcase Alternating Step-Up,Quadriceps,Glutes,Dumbbells at sides; alternating step with bilateral loading
9198,Double Dumbbell Front Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Front Rack Step-Up,Quadriceps,Glutes,Dumbbells in front rack position; unilateral step
9199,Double Dumbbell Overhead Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Double Dumbbell Overhead Step-Up,Quadriceps,Glutes,Dumbbells locked out overhead; increases core and shoulder stability
9200,Single Arm Dumbbell Front Rack Contralateral Russian Step Up,https://youtu.be/ZrFBGqWoSzw?si=pCq_xiI6MtbnQOMx,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Front Rack Step-Up (Contralateral),Quadriceps,Glutes,"One dumbbell in front rack, opposite leg steps up"
9201,Single Arm Dumbbell Front Rack Ipsilateral Russian Step Up,https://youtu.be/-4eThA6jaBY?si=rvYxSeDEierXbTvB,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Single-Arm Dumbbell Front Rack Step-Up (Ipsilateral),Quadriceps,Glutes,"One dumbbell in front rack, same-side leg steps up"
9202,Single Arm Macebell Order Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:46.306204+00,Macebell,Single-Arm Macebell Suitcase Step-Up (Contralateral),Quadriceps,Glutes,"Macebell at side, opposite leg steps up"
9203,Single Arm Macebell Order Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:46.306204+00,Macebell,Single-Arm Macebell Suitcase Step-Up (Ipsilateral),Quadriceps,Glutes,"Macebell at side, same-side leg steps up"
9204,Macebell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Macebell,Macebell Step-Up,Quadriceps,Glutes,Macebell in front/racked position; unilateral step
9205,Macebell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Macebell,Alternating Macebell Step-Up,Quadriceps,Glutes,Alternating leg movement with macebell load
9206,Barbell Zercher Russian Step Up,https://youtu.be/BSiPJ84ik7o?si=oeCPF5tgAOTrYNIS,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Zercher Step-Up,Quadriceps,Glutes,Barbell held in Zercher position; high core and upper leg demand
9207,Barbell Zercher Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Barbell,Barbell Zercher Alternating Step-Up,Quadriceps,Glutes,Alternating version of Zercher step-up
9208,Bulgarian Bag Back Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Bulgarian Bag,Bulgarian Bag Back Rack Step-Up,Quadriceps,Glutes,Bulgarian bag held in back rack position
9209,Bulgarian Bag Back Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Bulgarian Bag,Bulgarian Bag Back Rack Alternating Step-Up,Quadriceps,Glutes,Alternating step with Bulgarian bag in back rack
9210,Sandbag Back Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Back Rack Step-Up,Quadriceps,Glutes,Sandbag held in back rack position
9211,Sandbag Back Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Back Rack Alternating Step-Up,Quadriceps,Glutes,Alternating leg movement with sandbag in back rack
9212,Sandbag Front Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Front Rack Step-Up,Quadriceps,Glutes,Sandbag in front rack position; unilateral step
9213,Sandbag Front Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Sandbag,Sandbag Front Rack Alternating Step-Up,Quadriceps,Glutes,Alternating step with sandbag in front rack
