id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
7486,Suspension Split Squat,https://youtu.be/sng5EOSZSSo,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Split Squat,Quadriceps,Glutes,Commonly recognized name; targets quads with glute assistance.
7487,Single Arm Kettlebell Tactical Clean,https://youtu.be/dLyfCN_7JHw,,Advanced,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Single Arm Kettlebell Clean,Glutes,,Tactical clean is a variation of the standard clean; glutes are primary driver.
7488,Suspension Cyclist Squat,https://youtu.be/dzbJzUQjDYA?feature=shared,https://youtu.be/DVSstFJ0D4E?si=WaCS8KtdhuksBcCh,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Cyclist Squat,Quadriceps,Glutes,Targets quads with glute engagement; name is descriptive and used in training.
7489,Macebell 360,https://youtu.be/WMog8YuuVaM?si=WsH2sh1FFH3SBamT,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Macebell 360,Shoulders,Abs,Standard name retained; posterior delts primary with core stabilization.
7490,Single Arm Suspension Contralateral Skater Squat,https://youtu.be/8pe73RwDAzY?si=ASSfIEGoxhWjeAi_,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Balance,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single Leg Suspension Squat,Quadriceps,Glutes,Skater squat variation; simplified to widely recognized term.
7491,Single Arm Macebell 360,https://youtu.be/ITUpuwk3odY?si=KGOrc3k9Flt-oF1v,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Single Arm Macebell 360,Shoulders,Abs,Unilateral version of Macebell 360; core stabilization required.
7492,Double Kettlebell Front Rack Pivot Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Front Rack Pivot Split Squat,Quadriceps,Glutes,Pivot adds rotation; primary movement remains split squat pattern.
7493,Double Kettlebell Bottoms Up Front Rack Pivot Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Overhead Pivot Split Squat,Quadriceps,Glutes,Overhead stability challenge; movement pattern is split squat with rotation.
7494,Double Kettlebell Bottoms Up Overhead Pivot Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Front Rack Pivot Split Squat,Quadriceps,Glutes,Bottoms-up increases difficulty but doesn't change primary movement.
7495,Bodyweight Cyclist Squat,https://youtu.be/BAlXJ5lLMAA?si=H1cfMWF52YWOMraL,https://youtu.be/i7THl7npupE?si=HfmpXxeeggFxvNy7,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Bodyweight,Cyclist Squat,Quadriceps,Glutes,Bodyweight version of cyclist squat; name is standard.
7496,Kettlebell Half Kneeling Rotational Swing,https://youtu.be/_ChDukjxUag,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Half Kneeling Kettlebell Swing,Obliques,Abs,Rotation emphasizes obliques; swing pattern from half-kneeling position.
7497,Double Kettlebell Clean to Push Jerk,https://youtu.be/_A6K7V6FHSM?si=uMrzYlHgGYbenNf1,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Push Jerk,Shoulders,Triceps,"""Clean + jerk combo; final movement is jerk"
7498,Alternating Single Arm Kettlebell Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Push Jerk,Shoulders,Glutes,"""Full-body movement; shoulders primary"
7499,Kettlebell Isometric Split Squat Low to High Chop,https://youtu.be/ECAIMMQDUC4?si=WgJIciK_Kd14WYVj,,Advanced,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Isometric Split Squat with Chop,Obliques,Abs,Chop movement adds core rotation; isometric squat base.
7500,Kettlebell Isometric Split Squat Alternating Halo,,,Advanced,Shoulders,Posterior Deltoids,Medial Deltoids,Full Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Isometric Split Squat with Halo,Shoulders,Upper Back,Halo movement targets rear and lateral delts; core stabilizes.
7501,Double Kettlebell Front Rack March,https://youtu.be/aAbVFCqY4Ac,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Core,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Front Rack Carry March,Hip Flexors,Abs,Marching with front rack load; hip flexors and core engaged.
7502,Double Kettlebell Suitcase March,https://youtu.be/i-q8SKGy--Q,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Core,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Suitcase Carry March,Hip Flexors,Abs,Unilateral load challenges core; hip flexors primary in marching.
7503,Single Arm Kettlebell Rotational Half Snatch,https://youtu.be/KpDxyxOCjCE,https://youtu.be/PgAfycuKJyg?si=KlE9vGi_ZyvTd543,Advanced,Shoulders,Anterior Deltoids,Obliques,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Rotational Kettlebell Snatch,Shoulders,Obliques,Rotation adds core component; snatch pattern targets shoulders.
7504,Double Kettlebell Dead Clean to Front Rack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Clean to Front Rack Squat,Quadriceps,Glutes,Clean into squat; lower body dominant with front rack position.
7505,Double Kettlebell Front Rack Alternating Shin Box Hip Extension,,,Advanced,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Mobility,2025-08-10 01:02:44.550093+00,Kettlebell,Shin Box Hip Extension,Glutes,,Targets glutes in shin box position; front rack adds load.
7506,Double Kettlebell Overhead Alternating Shin Box Hip Extension,,,Advanced,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Kettlebell,Overhead Shin Box Hip Extension,Glutes,,Overhead position increases core demand; glutes remain primary.
7507,Double Kettlebell Bottoms Up Turkish Get Up,,,Expert,Abdominals,Obliques,Rectus Abdominis,Full Body,Bilateral,Grinds,2025-08-10 01:02:44.550093+00,Kettlebell,Turkish Get-Up,Obliques,Abs,Full-body movement; core stabilization is key under overhead load.
7508,Slider Single Leg Hamstring Curl,https://youtu.be/MBoaZQwukmw?si=uMFzO0l7TuqVArPp,,Advanced,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Sliders,Slider Hamstring Curl,Hamstrings,Glutes,Single-leg variation; hamstrings are primary mover.
7509,Kettlebell Staggered Stance Rotational Swing,https://youtu.be/4SXAEL7ZdSk?feature=shared,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Staggered Stance Kettlebell Swing,Obliques,Abs,Rotation in swing pattern increases oblique engagement.
7510,Single Arm Suspension Cyclist Squat,,https://youtu.be/wkgihbMp6BY?si=uztwb4emdctDZXbe,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single Arm Suspension Cyclist Squat,Quadriceps,Glutes,Unilateral arm load increases core demand; lower body focus remains.
7511,Single Arm Kettlebell Suitcase Alternating Curtsy Lunge Pass Through,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Suitcase Curtsy Lunge with Pass-Through,Quadriceps,Glutes,Combines lunge with rotational pass-through; lower body dominant.
7512,Barbell Low Bar Pause Back Squat,https://youtu.be/nknf16JJTZo?si=h2lVyRQ8npFOB0v4,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Powerlifting,2025-08-10 01:02:44.550093+00,Barbell,Low Bar Paused Back Squat,Quadriceps,Glutes,Paused version increases time under tension; low bar emphasizes posterior chain.
7513,Barbell Front Rack Pause Squat,https://youtu.be/mN5Z5GH7ofM?si=5wK63ZJAw0Zc5Wti,https://youtu.be/nf9qHeNxEhY?si=z84jl_HDWRo7_5wD,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:44.550093+00,Barbell,Paused Front Rack Squat,Quadriceps,Glutes,Front squat variation with pause; quads are primary.
7514,Barbell High Bar Pause Back Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell,High Bar Paused Back Squat,Quadriceps,Glutes,Standard back squat with high bar position and pause.
7515,Barbell Overhead Pause Squat,,https://youtu.be/HoT_4eitb8U?si=dHvB6ZQgWXCqNV86,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell,Overhead Paused Squat,Quadriceps,Glutes,Overhead position demands core and shoulder stability.
7516,Single Arm Kettlebell Suitcase Walking Lunge Pass Through,https://youtu.be/yXwmVzRHPPw?si=K_LXsBOKmt9dza3B,https://youtu.be/tpJ09mGWZos?si=5J4AlnDrNYluauyX,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Suitcase Walking Lunge with Pass-Through,Quadriceps,Glutes,Lunge with rotational pass-through; lower body focus.
7517,Ring Hanging Knees to Wrists,,,Advanced,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Hanging Knee Raise to Wrist,Abs,Hip Flexors,Core-dominant movement on rings; knee raise with wrist reach.
7518,Slider Suspension Lateral Lunge,,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Sliders,Slider Lateral Lunge,Quadriceps,Glutes,Lateral lunge using sliders; targets quads and glutes.
7519,Macebell 10 to 2,https://youtu.be/6FjCQJRBNlo?si=RBXNRNqOkwVOMCGq,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Macebell 10-to-2 Swing,Shoulders,Abs,Circular swing pattern; posterior delts and core engaged.
7520,Dumbbell Goblet Cyclist Squat,https://youtu.be/2WxpkosHXLg?si=kPBJD_6N8w568qJ-,https://youtu.be/TVM-zgy2eCo?si=cKrTYSxMj2TVwFj5,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Goblet Cyclist Squat,Quadriceps,Glutes,Cyclist squat with goblet hold; quads primary.
7521,Slider Barbell Front Rack Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Sliders,Front Rack Lateral Lunge,Quadriceps,Glutes,Lateral lunge with front rack barbell; quads dominant.
7522,Slider Barbell Back Rack Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Sliders,Back Rack Lateral Lunge,Quadriceps,Glutes,Barbell in back rack position during lateral lunge.
7523,Barbell Overhead Alternating Cossack Squat,https://youtu.be/ulzoZOHicyU?si=OfrqYrKBRnV6RCrc,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Cossack Squat,Quadriceps,Adductors,Lateral squat with overhead stability; adductors assist.
7524,Barbell Overhead Alternating Reverse Lunge,https://youtu.be/eqaz6nCxF8k?si=OEXiCUefeX011B_I,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Reverse Lunge,Quadriceps,Glutes,Reverse lunge with overhead barbell; lower body focus.
7525,Macebell Single Leg Standing Bent Knee Ballistic Curl,,,Intermediate,Biceps,Biceps Brachii,,Upper Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Macebell,Standing Macebell Curl,Biceps,,Ballistic curl variation; biceps are primary mover.
7526,Double Kettlebell Suitcase Carry,https://youtu.be/kaQWccrfY40,https://youtu.be/fxwrTkKUkTo?si=wWkdk6J_ZPbF6Ir3,Beginner,Forearms,Brachioradialis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Suitcase Carry,Forearms,,Grip-focused carry; brachioradialis key in forearm engagement.
7527,Single Arm Kettlebell Suitcase Carry,https://youtu.be/HNgMpdUEpgw,https://youtu.be/T9A607GaR2w,Beginner,Forearms,Brachioradialis,Obliques,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Suitcase Carry,Forearms,Obliques,Unilateral carry challenges core and grip strength.
7528,Double Kettlebell Bottoms Up Front Rack Cossack Squat,https://youtu.be/hTNWWqL9oc8?si=cTXB5vGf2EIHhx3r,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Front Rack Cossack Squat,Quadriceps,Adductors,Lateral squat with front rack load; adductors assist in depth.
7529,Alternating Single Arm Kettlebell Knee Hover Quadruped Pull Through,https://youtu.be/WQyNCzqNqso,,Intermediate,Abdominals,Rectus Abdominis,Obliques,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Quadruped Pull-Through,Abs,Obliques,Core exercise in quadruped position with alternating arm movement.
7530,Single Arm Kettlebell High Pull,https://youtu.be/mP1BHxBeAEM,https://youtu.be/KxWTo2LavJU,Intermediate,Shoulders,Posterior Deltoids,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell High Pull,Shoulders,,Targets posterior delts and upper back; simplified name.
7531,Double Indian Club Outer Heart Shaped Swing,https://youtu.be/52D7xnpFFGY?si=UBcZ3G1BNtRbk97O,https://youtu.be/JB6fUPZENjk?si=9PxJ_yGmGMK_BCjA,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Indian Club,Indian Club Swing,Shoulders,,Swing pattern with Indian clubs; posterior delts primary.
7532,Alternating Single Arm Kettlebell Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Thruster,Quadriceps,Shoulders,"""Squat to press; legs initiate"
7533,Double Kettlebell Suitcase Knee Over Toe Split Squat,,https://youtu.be/IJXzXAy4T24?si=DdfzxAdOIPYNJSOh,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Knee Over Toe Split Squat,Quadriceps,Glutes,Emphasizes quad stretch and strength; suitcase load adds challenge.
7534,Double Kettlebell Sumo Deadlift to Push Up,,,Intermediate,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Sumo Deadlift to Push-Up,Lats,Glutes,Combines deadlift and push-up; lats engaged in transition and push-up.
7535,Alternating Single Arm Kettlebell Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Clean and Thruster,Shoulders,Glutes,Combines clean and push press into one fluid movement
7536,Suspension Alternating Curtsy Lunge,https://youtu.be/jNjDO9lEenw?si=Ci4DITj3193GY1tI,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Curtsy Lunge,Quadriceps,Glutes,Uses suspension trainer for added instability
7537,Single Arm Kettlebell Single Leg Balance Transfer,https://youtu.be/_uJQvQG57Y8,,Intermediate,Abdominals,Rectus Abdominis,Gluteus Medius,Full Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Single-Leg Balance,Abs,Glutes,Focuses on core stability and balance
7538,Barbell Front Rack Alternating Forward Lunge,https://youtu.be/whSju0ip_78?si=emNV0JUVUhF8Qrf1,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Barbell Forward Lunge,Quadriceps,Glutes,Barbell held in front rack position during lunges
7539,Barbell Front Rack Alternating Reverse Lunge,https://youtu.be/dpBy5qAG2Hs?si=x6xfYJbZr1Bols2r,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Barbell Reverse Lunge,Quadriceps,Glutes,"""Barbell in front rack position"
7540,Barbell Overhead Alternating Forward Lunge,https://youtu.be/9eDpB8LJLgQ?si=CKsCerZuXFHay_Dr,https://youtu.be/KQTA7bNWAK0?feature=shared,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Barbell Forward Lunge,Quadriceps,Glutes,Barbell held overhead for added core engagement
7541,Macebell Alternating 360,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Macebell 360,Shoulders,Abs,Circular swing targeting posterior delts and core
7542,Clubbell Shield Cast,,https://youtu.be/oBdXsknqSEM?si=ZXY5RzE8pchalVjS,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Shield Cast,Shoulders,Abs,Common name retained; targets posterior delts and core
7543,Single Arm Clubbell Shield Cast,https://youtu.be/W2slZ8Mmyvs?si=CDhf0Oi-nPW136Jx,https://youtu.be/LKNgPDX2wRk?si=1Rwdpndok-LHSvp4,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Shield Cast,Shoulders,Abs,Unilateral version of shield cast
7544,Macebell Barbarian Squat,https://youtu.be/Gj3ancpDFKU?si=TKfk3RmqTwztmb1j,,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Macebell,Macebell Barbarian Squat,Quadriceps,Shoulders,"""Squat with macebell held in front"
7545,Single Arm Macebell Barbarian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Macebell,Single-Arm Macebell Barbarian Squat,Quadriceps,Shoulders,Unilateral load increases core demand
7546,Alternating Double Clubbell Shield Cast,https://youtu.be/L1pxDgvsT9s?si=ajAmx9ThwNQY_hj2,https://youtu.be/Iv2zqpFZieg?si=IodKi39vzBzQ2zQ3,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Double Clubbell Shield Cast,Shoulders,Abs,Alternating motion with both clubbells
7547,Double Clubbell Side Shoulder Cast,,https://youtu.be/cYKB43q_eok?si=6RbJxeIM3Ep5ZCpY,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Side Shoulder Cast,Shoulders,,Targets lateral and posterior deltoids
7548,Macebell Isometric Split Squat Low to High Chop,,,Advanced,Abdominals,Obliques,Rectus Abdominis,Full Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Macebell,Macebell Split Squat with Chop,Obliques,Abs,Combines isometric squat with rotational chop
7549,Double Clubbell Side Shoulder Cast to Side Flag Press,,https://youtu.be/7gN3HVEX32Y?si=uhbq8EnPTL1lhAMh,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Side Cast to Flag Press,Shoulders,,Complex movement combining cast and press
7550,Clubbell Mill,https://youtu.be/uIqkGCpjsx8?si=_GzAaZAVU4-bAgla,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Mill,Shoulders,Glutes,Circular motion engaging posterior chain and delts
7551,Clubbell Half Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Half-Kneeling Clubbell Shield Cast,Shoulders,Abs,Stabilization focus in half-kneeling position
7552,Double Clubbell Iron Cross,https://youtu.be/ekVV4qI2q9A?si=E3yTJpSwWDur0p82,https://youtu.be/RwinMV55N5I?si=ZJLkwa3eVFYaxRCq,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Iron Cross,Shoulders,,Overhead cross motion with clubbells
7553,Double Clubbell Half Kneeling Iron Cross,,,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Half-Kneeling Clubbell Iron Cross,Shoulders,,Core stability emphasized in kneeling position
7554,Clubbell Gamma Cast,,https://youtu.be/5g0iOf5NxXs?si=UG7cC9vvYQB0L2oU,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Gamma Cast,Shoulders,Abs,Dynamic posterior shoulder movement
7555,Clubbell Half Kneeling Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Half-Kneeling Clubbell Gamma Cast,Shoulders,Abs,Gamma cast performed from half-kneeling
7556,Double Clubbell Side Flag Press,https://youtu.be/_bnWJymK0tU?si=vYh91PF76xgOyPll,https://youtu.be/6p7mbHsX9rA?si=ePxWd06sMmnFRNLu,Intermediate,Shoulders,Lateral Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Side Flag Press,Shoulders,,Targets lateral deltoids with overhead pressing
7557,Single Arm Kettlebell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Elevated Rear-Foot Split Squat (Suitcase Carry),Quadriceps,Glutes,Split squat with rear foot elevated and unilateral load
7558,Single Arm Kettlebell Suitcase Contralateral Knee Over Toe Split Squat,https://youtu.be/eGYP6B7LKtY?si=OkQLiBCrooH2qA67,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Split Squat (Suitcase Carry),Quadriceps,Glutes,Unilateral squat with contralateral loading
7559,Double Indian Club Inner Heart Shaped Swing,https://youtu.be/If9fXNTF4wI?si=Lk9xqqbULe2D5Xbs,https://youtu.be/W_o86GY2RYU?si=townxxYdN6ZgymIV,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Indian Club,Indian Club Heart Swing,Shoulders,,Circular swing pattern with Indian clubs
7560,Alternating Double Indian Club Inner Heart Shaped Swing,https://youtu.be/M_uslqzI28g?si=0zmBqTp2C8IMe5gJ,https://youtu.be/B_HPnZEW5no?si=HpyhdneEbF3xO6jT,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Mobility,2025-08-10 01:02:44.550093+00,Indian Club,Alternating Indian Club Heart Swing,Shoulders,,Alternating version of heart swing
7561,Alternating Double Clubbell Side Flag Press,,,Intermediate,Shoulders,Lateral Deltoids,,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Side Flag Press,Shoulders,,Alternating overhead lateral press
7562,Single Arm Clubbell Side Flag Press,https://youtu.be/uuLZZUozsdM?si=IcPMq75KQuzVIQM5,,Intermediate,Shoulders,Lateral Deltoids,,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Side Flag Press,Shoulders,,Unilateral overhead press targeting lateral delts
7563,Single Arm Clubbell Inside Circle,https://youtu.be/n8S_z0p25jA?si=fak8MwjeEUMtDoZ2,https://youtu.be/0ZzoCasyoAM?si=2Sqz_R6WjuI_UyAD,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Inside Circle,Abs,Glutes,Circular motion engaging core and posterior chain
7564,Alternating Double Clubbell Inside Circle,,https://youtu.be/5NkPS-jUzs4?si=mwhdAG5MmUqgjIDS,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Inside Circle,Abs,Glutes,Dynamic core and glute engagement
7565,Single Arm Clubbell Side Shoulder Cast,,,Intermediate,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Side Shoulder Cast,Shoulders,,Targets posterior and lateral deltoids
7566,Barbell Reverse Grip Bicep Curl,https://youtu.be/TUX58GM5fRQ?si=D4ei3VOcTd3GzGQn,https://youtu.be/SQOsKWSHTMo?si=3SN_Hd0DI4UJoG65,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Barbell Reverse Curl,Forearms,Biceps,Emphasizes brachioradialis with reverse grip
